task_key,任务,目标编号,exec_time,start_time,distance,angle_deg,speed,acceleration,window_points,margin_mean,margin_worst,scenario_feasible_rate,feasible_scenarios,margin,normalized_margin,bottleneck_constraint
射击|S01|494.2,射击,S01,494.15,492.65,23.360269804636168,-57.535271563873366,1.4338205293826696,0.27288967609212345,16,0.10437982928026861,0.0,0.8,4,0.10437982928026861,0.10437982928026861,acceleration
射击|S01|494.4,射击,S01,494.35,492.85,23.37806660027969,-58.71398173486441,1.4303345970705639,0.937656603926909,16,0.10437982928026861,0.0,0.8,4,0.10437982928026861,0.10437982928026861,acceleration
射击|S01|494.6,射击,S01,494.55,493.05,23.860527284334847,-59.08853292372193,1.310013441731244,0.7768433119850228,16,0.10437982928026861,0.0,0.8,4,0.10437982928026861,0.10437982928026861,acceleration
射击|S01|494.8,射击,S01,494.75,493.25,23.677037844815864,-57.51007169400087,1.2846757194204623,0.23402590485347152,16,0.12966686156100946,0.0,0.8,4,0.12966686156100946,0.12966686156100946,acceleration
射击|S01|495.0,射击,S01,494.95,493.45,23.322824970893755,-57.34500550255746,1.2502385612190414,1.1957836819386574,16,0.12946066905501277,0.0,0.8,4,0.12946066905501277,0.12946066905501277,acceleration
射击|S01|495.2,射击,S01,495.15,493.65,23.511455351736796,-59.30130966470542,1.3586337997387337,0.6441143876569524,16,0.19437023789853178,0.13017634759444988,1.0,5,0.19437023789853178,0.19437023789853178,acceleration
射击|S01|495.4,射击,S01,495.35,493.85,24.40318057560359,-60.29828560867814,1.4483264209124136,0.2820354974158215,16,0.20359547777888448,0.1778168626606577,1.0,5,0.20359547777888448,0.20359547777888448,acceleration
射击|S01|495.6,射击,S01,495.55,494.05,25.128504075001825,-60.84517157235348,1.4274796744544995,0.1751120976903675,16,0.1902900293081514,0.1778168626606577,1.0,5,0.1902900293081514,0.1902900293081514,distance_upper
射击|S01|495.8,射击,S01,495.75,494.25,25.89216439509983,-60.54022050932108,1.4433395859921154,0.6084807418701665,16,0.16616419081798442,0.1643134241960068,1.0,5,0.16616419081798442,0.16616419081798442,distance_upper
射击|S01|496.0,射击,S01,495.95,494.45,26.416405043038832,-59.95878490023973,1.624651480760592,1.2583307401695767,16,0.12904954964498705,0.09167272168892682,1.0,5,0.12904954964498705,0.12904954964498705,distance_upper
射击|S01|496.2,射击,S01,496.15,494.65,27.037861908267534,-61.73744400146865,1.7945144999305351,0.5921070612610246,16,0.07507320641941051,0.024555272490205393,1.0,5,0.07507320641941051,0.07507320641941051,speed
射击|S01|496.4,射击,S01,496.35,494.85,27.818599756483067,-64.02722117699564,1.8550901902711643,0.7514839930312951,16,0.023649166955408595,0.0,0.6,3,0.023649166955408595,0.023649166955408595,speed
射击|S02|480.2,射击,S02,480.25,478.75,5.900492619826926,-130.32082430921474,1.4552393787010522,0.6338152515955805,16,0.012448709513607626,0.0,0.4,2,0.012448709513607626,0.012448709513607626,distance_lower
射击|S02|480.4,射击,S02,480.35,478.85,5.95578982257473,-130.8116636922552,1.4712853187024106,0.10348905727181268,16,0.01575669081686535,0.0,0.6,3,0.01575669081686535,0.01575669081686535,distance_lower
射击|S02|480.6,射击,S02,480.55,479.05,5.732280383170221,-125.28677294148251,1.3774230974949464,0.9012119848732768,16,0.012367468759890697,0.0,0.6,3,0.012367468759890697,0.012367468759890697,distance_lower
射击|S02|493.8,射击,S02,493.85,492.35,24.065229220539067,-37.19311527731899,1.3565795538959664,0.5989906850799118,16,0.006498820400338801,0.0,0.2,1,0.006498820400338801,0.006498820400338801,acceleration
射击|S02|494.0,射击,S02,493.95,492.45,23.898206592983456,-38.06281597961364,1.4003530953504948,0.300417626634037,16,0.09739330704219153,0.0,0.8,4,0.09739330704219153,0.09739330704219153,acceleration
射击|S02|494.2,射击,S02,494.15,492.65,23.7977766620571,-37.264893510426205,1.4338205293826696,0.27288967609212345,16,0.10437982928026861,0.0,0.8,4,0.10437982928026861,0.10437982928026861,acceleration
